cell_label	Estimated_class	Prob	Best_class	Actual_class	Actual==Best_class	top5_genes	top5_gene_counts	closest_cell_labels	closest_cell_classes	dist
4	['045 OB-STR-CTX Inh IMN']	[1.0]	045 OB-STR-CTX Inh IMN	331 Peri NN	False	['Nxph1', 'Rab3c', 'Grik1', 'Gad1', 'Reln']	[16.78, 13.239, 8.35, 4.13, 4.23]	[3, 11, 5, 12, 10, 6]	['036 HPF CR Glut', '049 Lamp5 Gaba', '334 Microglia NN', '045 OB-STR-CTX Inh IMN', '329 ABC NN', '330 VLMC NN']	[36.22, 36.88, 37.11, 52.55, 55.46, 72.44]
9	['046 Vip Gaba']	[1.0]	046 Vip Gaba	337 DC NN	False	['Cnr1', 'Rab3c', 'Slc6a1', 'Grik1', 'Thsd7a']	[12.899, 17.889, 11.489, 8.35, 5.849]	[10, 2, 8, 16, 1, 17]	['329 ABC NN', '038 DG-PIR Ex IMN', '048 RHP-COA Ndnf Gaba', '017 CA3 Glut', '053 Sst Gaba', '326 OPC NN']	[36.22, 37.36, 37.64, 44.41, 50.95, 51.0]
17	['049 Lamp5 Gaba', '326 OPC NN']	[0.794, 0.206]	049 Lamp5 Gaba	326 OPC NN	False	['Cck', 'Cnr1', 'Gad2', 'Nrgn', 'Sv2b']	[25.549, 17.02, 12.89, 35.819, 11.5]	[18, 10, 16, 24, 9, 11]	['007 L2/3 IT CTX Glut', '329 ABC NN', '017 CA3 Glut', '047 Sncg Gaba', '337 DC NN', '049 Lamp5 Gaba']	[36.5, 36.67, 42.72, 43.27, 51.0, 51.39]
23	['048 RHP-COA Ndnf Gaba']	[1.0]	048 RHP-COA Ndnf Gaba	051 Pvalb chandelier Gaba	False	['Cnr1', 'Synpr', 'Cxcl14', 'Cplx2', 'Sst']	[28.95, 15.42, 6.71, 21.709, 9.05]	[16, 30, 24, 22, 29, 15]	['017 CA3 Glut', '046 Vip Gaba', '047 Sncg Gaba', '037 DG Glut', '025 CA2-FC-IG Glut', '056 Sst Chodl Gaba']	[36.5, 36.5, 36.67, 38.63, 51.26, 51.54]
25	['005 L5 IT CTX Glut', '006 L4/5 IT CTX Glut']	[0.979, 0.021]	005 L5 IT CTX Glut	030 L6 CT CTX Glut	False	['Cnr1', 'Cck', 'Thsd7a', 'Synpr', 'Tafa1']	[14.539, 36.33, 5.76, 9.01, 4.11]	[32, 26, 24, 18, 33, 17]	['031 CT SUB Glut', '336 Monocytes NN', '047 Sncg Gaba', '007 L2/3 IT CTX Glut', '029 L6b CTX Glut', '326 OPC NN']	[37.11, 37.11, 38.28, 39.81, 51.0, 52.09]
26	['326 OPC NN']	[1.0]	326 OPC NN	336 Monocytes NN	False	['Plp1', 'Pcp4', 'Pde1a', 'Cdh13', 'Snca']	[103.08, 7.63, 9.539, 4.57, 5.94]	[27, 19, 25, 33, 18, 34]	['327 Oligo NN', '332 SMC NN', '030 L6 CT CTX Glut', '029 L6b CTX Glut', '007 L2/3 IT CTX Glut', '319 Astro-TE NN']	[36.35, 36.5, 37.11, 37.95, 51.54, 52.31]
34	['326 OPC NN']	[1.0]	326 OPC NN	319 Astro-TE NN	False	['Plp1', 'Pde1a', 'Pcp4', 'Rab3c', 'Cadps2']	[106.47, 9.89, 9.569, 5.699, 4.82]	[33, 35, 27, 26, 28, 20]	['029 L6b CTX Glut', '006 L4/5 IT CTX Glut', '327 Oligo NN', '336 Monocytes NN', '052 Pvalb Gaba', '050 Lamp5 Lhx6 Gaba']	[36.0, 36.67, 39.81, 52.31, 53.37, 72.11]
37	['038 DG-PIR Ex IMN', '006 L4/5 IT CTX Glut']	[0.996, 0.004]	038 DG-PIR Ex IMN	338 Lymphoid NN	False	['Tafa1', 'Rab3c', 'Synpr', 'Pde1a', 'Thsd7a']	[28.149, 14.979, 8.539, 9.909, 4.36]	[38, 36, 30, 29, 31, 23]	['333 Endo NN', '022 L5 ET CTX Glut', '046 Vip Gaba', '025 CA2-FC-IG Glut', '016 CA1-ProS Glut', '051 Pvalb chandelier Gaba']	[36.0, 36.01, 36.01, 50.92, 53.67, 72.17]
9	['049 Lamp5 Gaba']	[1.0]	049 Lamp5 Gaba	319 Astro-TE NN	False	['Npy', 'Kit', 'Nxph1', 'Gad1', 'Cnr1']	[24.92, 18.29, 20.049, 16.59, 13.52]	[10, 8, 2, 16, 1, 3]	['049 Lamp5 Gaba', '330 VLMC NN', '004 L6 IT CTX Glut', '048 RHP-COA Ndnf Gaba', '329 ABC NN', '052 Pvalb Gaba']	[36.35, 36.88, 37.64, 38.63, 50.95, 51.26]
14	['045 OB-STR-CTX Inh IMN', '326 OPC NN']	[0.998, 0.002]	045 OB-STR-CTX Inh IMN	326 OPC NN	False	['Synpr', 'Gad2', 'Stmn1', 'Gda', 'Serpine2']	[7.51, 4.619, 6.26, 3.48, 0.019]	[13, 21, 7, 6, 20, 28]	['053 Sst Gaba', '334 Microglia NN', '032 L5 NP CTX Glut', '046 Vip Gaba', '005 L5 IT CTX Glut', '045 OB-STR-CTX Inh IMN']	[36.01, 37.11, 38.28, 51.7, 52.09, 73.16]
17	['053 Sst Gaba', '048 RHP-COA Ndnf Gaba']	[0.996, 0.004]	053 Sst Gaba	336 Monocytes NN	False	['Npy', 'Cnr1', 'Gad1', 'Grik1', 'Gad2']	[47.619, 21.77, 24.959, 25.43, 17.75]	[24, 16, 18, 10, 11, 23]	['056 Sst Chodl Gaba', '048 RHP-COA Ndnf Gaba', '050 Lamp5 Lhx6 Gaba', '049 Lamp5 Gaba', '331 Peri NN', '333 Endo NN']	[36.12, 36.12, 36.67, 39.4, 50.92, 51.7]
28	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Nrgn', 'Tafa1', 'Slc17a7', 'Sv2b', 'Pcp4']	[14.039, 10.789, 11.02, 6.139, 8.27]	[35, 21, 27, 34, 20, 14]	['025 CA2-FC-IG Glut', '334 Microglia NN', '030 L6 CT CTX Glut', '338 Lymphoid NN', '005 L5 IT CTX Glut', '326 OPC NN']	[36.67, 42.19, 43.27, 52.09, 56.28, 73.16]
33	['007 L2/3 IT CTX Glut']	[1.0]	007 L2/3 IT CTX Glut	337 DC NN	False	['Cnr1', 'Cck', 'Meis2', 'Cplx2', 'Rab3c']	[17.489, 15.079, 9.069, 12.029, 10.46]	[34, 32, 26, 25, 27, 35]	['338 Lymphoid NN', '022 L5 ET CTX Glut', '047 Sncg Gaba', '037 DG Glut', '030 L6 CT CTX Glut', '025 CA2-FC-IG Glut']	[36.06, 37.11, 38.63, 52.55, 53.08, 72.03]
34	['006 L4/5 IT CTX Glut']	[1.0]	006 L4/5 IT CTX Glut	338 Lymphoid NN	False	['Tafa1', 'Slc17a7', 'Pcp4', 'Snca', 'Rab3c']	[21.61, 20.219, 17.579, 11.76, 9.81]	[33, 35, 27, 28, 26, 32]	['337 DC NN', '025 CA2-FC-IG Glut', '030 L6 CT CTX Glut', '045 OB-STR-CTX Inh IMN', '047 Sncg Gaba', '022 L5 ET CTX Glut']	[36.06, 36.22, 38.28, 52.09, 52.31, 72.34]
3	['046 Vip Gaba']	[1.0]	046 Vip Gaba	337 DC NN	False	['Gad2', 'Cadps2', 'Snca', 'Igfbp5', 'Grik1']	[9.829, 7.789, 9.88, 8.159, 8.92]	[4, 10, 2, 9, 11, 5]	['048 RHP-COA Ndnf Gaba', '017 CA3 Glut', '052 Pvalb Gaba', '037 DG Glut', '334 Microglia NN', '329 ABC NN']	[36.67, 39.0, 41.68, 51.07, 58.59, 72.17]
12	['330 VLMC NN']	[1.0]	330 VLMC NN	338 Lymphoid NN	False	['Ptgds', 'Igfbp2', 'Tshz2', 'Zbtb20', 'Spp1']	[61.52, 6.559, 4.61, 24.2, 2.22]	[5, 13, 19, 11, 18, 6]	['329 ABC NN', '006 L4/5 IT CTX Glut', '025 CA2-FC-IG Glut', '334 Microglia NN', '330 VLMC NN', '326 OPC NN']	[36.06, 36.06, 41.18, 44.41, 50.95, 51.16]
23	['048 RHP-COA Ndnf Gaba']	[1.0]	048 RHP-COA Ndnf Gaba	327 Oligo NN	False	['Nos1', 'Npy', 'Pde1a', 'Cadps2', 'Gad1']	[29.709, 26.87, 21.85, 22.549, 15.229]	[30, 16, 24, 22, 31, 15]	['047 Sncg Gaba', '031 CT SUB Glut', '331 Peri NN', '056 Sst Chodl Gaba', '004 L6 IT CTX Glut', '007 L2/3 IT CTX Glut']	[36.01, 36.01, 36.22, 36.67, 51.16, 51.88]
24	['031 CT SUB Glut', '030 L6 CT CTX Glut']	[0.959, 0.041]	031 CT SUB Glut	331 Peri NN	False	['Cck', 'Nnat', 'Neurod6', 'Gda', 'Pcp4']	[15.35, 9.22, 6.579, 7.289, 8.75]	[31, 23, 25, 17, 16, 18]	['004 L6 IT CTX Glut', '327 Oligo NN', '029 L6b CTX Glut', '016 CA1-ProS Glut', '031 CT SUB Glut', '330 VLMC NN']	[36.01, 36.22, 39.0, 40.71, 51.16, 51.16]
26	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Snca', 'Nrgn', 'Pcp4', 'Slc17a7', 'Pde1a']	[12.35, 11.02, 16.739, 5.75, 9.619]	[19, 33, 27, 25, 32, 18]	['025 CA2-FC-IG Glut', '036 HPF CR Glut', '336 Monocytes NN', '029 L6b CTX Glut', '038 DG-PIR Ex IMN', '330 VLMC NN']	[36.88, 38.63, 40.25, 41.18, 51.26, 51.88]
27	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	336 Monocytes NN	False	['Meis2', 'Snca', 'Gad1', 'Stmn1', 'Pcp4']	[10.8, 11.67, 7.73, 5.849, 4.84]	[34, 28, 26, 20, 35, 33]	['333 Endo NN', '046 Vip Gaba', '045 OB-STR-CTX Inh IMN', '335 BAM NN', '005 L5 IT CTX Glut', '036 HPF CR Glut']	[36.88, 38.63, 40.25, 47.51, 51.0, 51.07]
29	['053 Sst Gaba']	[1.0]	053 Sst Gaba	332 SMC NN	False	['Sst', 'Npy', 'Nos1', 'Gad1', 'Grin3a']	[41.58, 33.569, 25.5, 23.129, 9.899]	[30, 36, 22, 37, 23, 15]	['047 Sncg Gaba', '053 Sst Gaba', '056 Sst Chodl Gaba', '022 L5 ET CTX Glut', '327 Oligo NN', '007 L2/3 IT CTX Glut']	[37.36, 39.0, 40.25, 51.39, 52.09, 72.01]
31	['005 L5 IT CTX Glut']	[1.0]	005 L5 IT CTX Glut	004 L6 IT CTX Glut	False	['Tshz2', 'Thsd7a', 'Slc17a6', 'Cadps2', 'Nnat']	[10.689, 4.15, 2.0, 21.469, 0.259]	[24, 30, 32, 38, 23, 37]	['331 Peri NN', '047 Sncg Gaba', '038 DG-PIR Ex IMN', '032 L5 NP CTX Glut', '327 Oligo NN', '022 L5 ET CTX Glut']	[36.01, 36.5, 37.95, 38.27, 51.16, 51.7]
16	['326 OPC NN']	[1.0]	326 OPC NN	319 Astro-TE NN	False	['Nxph1', 'Plp1', 'Pcp4', 'Tshz2', 'Grik1']	[14.0, 37.27, 6.139, 6.19, 4.76]	[17, 23, 15, 9, 8, 10]	['338 Lymphoid NN', '031 CT SUB Glut', '052 Pvalb Gaba', '337 DC NN', '327 Oligo NN', '326 OPC NN']	[37.11, 37.64, 38.28, 38.63, 51.07, 51.16]
30	['006 L4/5 IT CTX Glut', '005 L5 IT CTX Glut']	[0.888, 0.112]	006 L4/5 IT CTX Glut	005 L5 IT CTX Glut	False	['Synpr', 'Grik1', 'Rasgrf2', 'Hs3st2', 'Etv1']	[20.18, 11.47, 6.9, 1.6, 0.769]	[29, 37, 23, 31, 24, 36]	['037 DG Glut', '053 Sst Gaba', '031 CT SUB Glut', '046 Vip Gaba', '332 SMC NN', '056 Sst Chodl Gaba']	[36.06, 36.34, 36.88, 42.72, 50.92, 52.8]
33	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Cnr1', 'Nrgn', 'Cck', 'Tafa1', 'Pcp4']	[19.409, 16.52, 11.92, 7.44, 11.43]	[34, 26, 32, 25, 27, 31]	['336 Monocytes NN', '006 L4/5 IT CTX Glut', '004 L6 IT CTX Glut', '047 Sncg Gaba', '016 CA1-ProS Glut', '046 Vip Gaba']	[36.06, 38.63, 39.4, 51.39, 54.34, 72.17]
12	['004 L6 IT CTX Glut', '005 L5 IT CTX Glut']	[0.942, 0.058]	004 L6 IT CTX Glut	005 L5 IT CTX Glut	False	['Npy', 'Meis2', 'Calb1', 'Myl4', 'Prss23']	[40.209, 12.989, 2.839, 0.0, 2.309]	[13, 5, 11, 19, 4, 20]	['056 Sst Chodl Gaba', '049 Lamp5 Gaba', '045 OB-STR-CTX Inh IMN', '338 Lymphoid NN', '025 CA2-FC-IG Glut', '032 L5 NP CTX Glut']	[36.12, 36.12, 36.88, 40.25, 51.0, 52.8]
19	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	338 Lymphoid NN	False	['Slc1a3', 'Pcp4', 'Col25a1', 'Meis2', 'Stmn1']	[10.25, 7.65, 4.32, 4.94, 10.119]	[18, 20, 26, 12, 11, 25]	['319 Astro-TE NN', '032 L5 NP CTX Glut', '327 Oligo NN', '005 L5 IT CTX Glut', '045 OB-STR-CTX Inh IMN', '038 DG-PIR Ex IMN']	[36.06, 36.22, 39.0, 40.25, 51.88, 52.55]
23	['046 Vip Gaba']	[1.0]	046 Vip Gaba	336 Monocytes NN	False	['Cnr1', 'Slc6a1', 'Gad2', 'Stmn1', 'Ntng1']	[15.59, 12.989, 10.819, 13.869, 9.699]	[22, 30, 24, 16, 17, 29]	['048 RHP-COA Ndnf Gaba', '052 Pvalb Gaba', '333 Endo NN', '004 L6 IT CTX Glut', '030 L6 CT CTX Glut', '330 VLMC NN']	[36.06, 36.12, 38.28, 40.25, 50.92, 50.92]
32	['046 Vip Gaba']	[1.0]	046 Vip Gaba	335 BAM NN	False	['Cnr1', 'Slc6a1', 'Thsd7a', 'Kcnip1', 'Cadps2']	[45.74, 40.689, 14.14, 10.289, 9.14]	[33, 25, 31, 38, 26, 24]	['051 Pvalb chandelier Gaba', '038 DG-PIR Ex IMN', '047 Sncg Gaba', '007 L2/3 IT CTX Glut', '327 Oligo NN', '333 Endo NN']	[36.67, 36.67, 40.25, 51.7, 51.7, 53.37]
9	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Plp1', 'Neurod6', 'Sv2b', 'Cplx2', 'Cck']	[65.319, 6.23, 4.199, 5.86, 4.239]	[10, 16, 8, 2, 1, 15]	['025 CA2-FC-IG Glut', '326 OPC NN', '334 Microglia NN', '327 Oligo NN', '331 Peri NN', '052 Pvalb Gaba']	[36.0, 36.01, 37.11, 37.11, 51.7, 51.88]
20	['017 CA3 Glut']	[1.0]	017 CA3 Glut	006 L4/5 IT CTX Glut	False	['Nos1', 'Zbtb20', 'Sst', 'Bcl11b', 'Synpr']	[28.459, 38.97, 19.309, 5.539, 14.869]	[27, 13, 21, 19, 12, 28]	['056 Sst Chodl Gaba', '037 DG Glut', '048 RHP-COA Ndnf Gaba', '038 DG-PIR Ex IMN', '335 BAM NN', '051 Pvalb chandelier Gaba']	[36.01, 36.5, 38.27, 43.83, 50.95, 53.07]
24	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	336 Monocytes NN	False	['Tafa1', 'Pcp4', 'Slc6a1', 'Thsd7a', 'Rab3c']	[9.159, 10.199, 8.329, 4.55, 9.319]	[17, 23, 25, 31, 30, 16]	['046 Vip Gaba', '005 L5 IT CTX Glut', '329 ABC NN', '338 Lymphoid NN', '337 DC NN', '326 OPC NN']	[36.06, 36.06, 37.64, 38.63, 51.26, 51.7]
28	['052 Pvalb Gaba']	[1.0]	052 Pvalb Gaba	051 Pvalb chandelier Gaba	False	['Sst', 'Nos1', 'Cnr1', 'Npy', 'Gda']	[17.049, 23.02, 12.039, 20.95, 7.46]	[21, 35, 27, 20, 34, 26]	['048 RHP-COA Ndnf Gaba', '007 L2/3 IT CTX Glut', '056 Sst Chodl Gaba', '006 L4/5 IT CTX Glut', '004 L6 IT CTX Glut', '053 Sst Gaba']	[36.06, 37.64, 39.39, 53.07, 53.07, 72.83]
30	['031 CT SUB Glut', '006 L4/5 IT CTX Glut']	[0.865, 0.135]	031 CT SUB Glut	337 DC NN	False	['Pcp4', 'Cadps2', 'Cnr1', 'Rab3c', 'Cck']	[24.5, 12.25, 16.059, 15.899, 7.75]	[23, 37, 31, 29, 38, 24]	['005 L5 IT CTX Glut', '047 Sncg Gaba', '338 Lymphoid NN', '319 Astro-TE NN', '029 L6b CTX Glut', '336 Monocytes NN']	[36.22, 36.67, 41.18, 41.18, 51.16, 51.26]
31	['046 Vip Gaba']	[1.0]	046 Vip Gaba	338 Lymphoid NN	False	['Gad2', 'Pcp4', 'Slc6a1', 'Grik1', 'Rab3c']	[20.29, 21.889, 12.489, 9.68, 9.27]	[32, 24, 30, 38, 37, 23]	['050 Lamp5 Lhx6 Gaba', '336 Monocytes NN', '337 DC NN', '029 L6b CTX Glut', '047 Sncg Gaba', '005 L5 IT CTX Glut']	[36.12, 38.63, 41.18, 43.83, 52.54, 53.37]
6	['046 Vip Gaba']	[1.0]	046 Vip Gaba	332 SMC NN	False	['Cnr1', 'Cck', 'Pcp4', 'Kcnd3', 'Slc6a1']	[24.909, 21.03, 11.819, 6.659, 7.38]	[13, 5, 7, 12, 14, 20]	['007 L2/3 IT CTX Glut', '336 Monocytes NN', '047 Sncg Gaba', '005 L5 IT CTX Glut', '025 CA2-FC-IG Glut', '006 L4/5 IT CTX Glut']	[36.88, 37.11, 43.83, 50.92, 50.95, 72.01]
10	['326 OPC NN', '319 Astro-TE NN']	[0.851, 0.149]	326 OPC NN	319 Astro-TE NN	False	['Pcp4', 'Rab3c', 'Tafa1', 'Marcks', 'Snca']	[17.729, 16.989, 9.55, 6.219, 4.559]	[17, 9, 11, 3, 16, 2]	['038 DG-PIR Ex IMN', '337 DC NN', '022 L5 ET CTX Glut', '331 Peri NN', '048 RHP-COA Ndnf Gaba', '326 OPC NN']	[36.88, 36.88, 40.25, 41.18, 50.95, 51.07]
13	['006 L4/5 IT CTX Glut']	[0.999]	006 L4/5 IT CTX Glut	007 L2/3 IT CTX Glut	False	['Pcp4', 'Neurod6', 'Trp53i11', 'Wfs1', 'Myl4']	[38.959, 8.859, 0.0, 0.0, 1.96]	[14, 6, 12, 20, 5, 21]	['025 CA2-FC-IG Glut', '332 SMC NN', '005 L5 IT CTX Glut', '006 L4/5 IT CTX Glut', '336 Monocytes NN', '050 Lamp5 Lhx6 Gaba']	[36.5, 36.88, 37.11, 37.11, 50.92, 54.7]
23	['053 Sst Gaba']	[1.0]	053 Sst Gaba	036 HPF CR Glut	False	['Rab3c', 'Grik1', 'Gad1', 'Synpr', 'Sst']	[21.34, 15.18, 10.14, 9.92, 9.42]	[30, 16, 22, 24, 29, 15]	['335 BAM NN', '048 RHP-COA Ndnf Gaba', '053 Sst Gaba', '037 DG Glut', '031 CT SUB Glut', '046 Vip Gaba']	[36.12, 36.12, 36.22, 37.64, 50.92, 50.95]
35	['053 Sst Gaba']	[1.0]	053 Sst Gaba	338 Lymphoid NN	False	['Pde1a', 'Npy', 'Nos1', 'Sst', 'Nxph1']	[35.9, 32.0, 20.92, 22.03, 12.01]	[34, 28, 27, 21, 33, 26]	['056 Sst Chodl Gaba', '045 OB-STR-CTX Inh IMN', '016 CA1-ProS Glut', '050 Lamp5 Lhx6 Gaba', '049 Lamp5 Gaba', '030 L6 CT CTX Glut']	[37.11, 38.63, 51.26, 72.11, 75.58, 81.71]
10	['038 DG-PIR Ex IMN']	[1.0]	038 DG-PIR Ex IMN	045 OB-STR-CTX Inh IMN	False	['Cnr1', 'Cplx2', 'Nrgn', 'Snca', 'Cck']	[12.31, 14.64, 7.88, 7.219, 10.079]	[11, 17, 9, 3, 16, 18]	['007 L2/3 IT CTX Glut', '337 DC NN', '332 SMC NN', '047 Sncg Gaba', '038 DG-PIR Ex IMN', '052 Pvalb Gaba']	[36.01, 36.12, 37.36, 41.18, 51.0, 51.0]
13	['005 L5 IT CTX Glut']	[1.0]	005 L5 IT CTX Glut	004 L6 IT CTX Glut	False	['Tshz2', 'Grik1', 'Lypd1', 'Thsd7a', 'Nnat']	[21.139, 6.659, 3.049, 2.16, 0.49]	[6, 20, 14, 12, 19, 5]	['046 Vip Gaba', '032 L5 NP CTX Glut', '336 Monocytes NN', '049 Lamp5 Gaba', '031 CT SUB Glut', '051 Pvalb chandelier Gaba']	[36.06, 36.88, 40.25, 50.21, 51.39, 52.8]
17	['052 Pvalb Gaba']	[1.0]	052 Pvalb Gaba	337 DC NN	False	['Nxph1', 'Grik1', 'Gad1', 'Slc6a1', 'Gad2']	[21.309, 26.1, 17.209, 17.049, 10.96]	[18, 10, 24, 16, 11, 23]	['052 Pvalb Gaba', '045 OB-STR-CTX Inh IMN', '050 Lamp5 Lhx6 Gaba', '038 DG-PIR Ex IMN', '007 L2/3 IT CTX Glut', '334 Microglia NN']	[36.0, 36.12, 36.12, 36.5, 50.95, 51.07]
21	['031 CT SUB Glut']	[1.0]	031 CT SUB Glut	338 Lymphoid NN	False	['Tshz2', 'Rab3c', 'Nrgn', 'Serpini1', 'Ntng1']	[25.85, 16.069, 26.84, 9.149, 7.67]	[14, 28, 20, 27, 13, 19]	['336 Monocytes NN', '022 L5 ET CTX Glut', '032 L5 NP CTX Glut', '330 VLMC NN', '004 L6 IT CTX Glut', '031 CT SUB Glut']	[36.01, 36.67, 37.64, 52.8, 54.34, 72.99]
26	['031 CT SUB Glut']	[1.0]	031 CT SUB Glut	030 L6 CT CTX Glut	False	['Ntng1', 'Rasgrf2', 'Synpr', 'Zbtb20', 'Grik1']	[15.439, 7.46, 7.059, 18.92, 8.739]	[19, 33, 25, 27, 20, 18]	['031 CT SUB Glut', '016 CA1-ProS Glut', '048 RHP-COA Ndnf Gaba', '330 VLMC NN', '032 L5 NP CTX Glut', '052 Pvalb Gaba']	[36.01, 36.06, 36.35, 43.83, 50.91, 50.92]
37	['326 OPC NN']	[1.0]	326 OPC NN	319 Astro-TE NN	False	['Nxph1', 'Pde1a', 'Pcp4', 'Grik1', 'Snca']	[11.0, 13.02, 10.979, 4.559, 5.78]	[36, 38, 30, 29, 31, 23]	['025 CA2-FC-IG Glut', '056 Sst Chodl Gaba', '037 DG Glut', '053 Sst Gaba', '005 L5 IT CTX Glut', '334 Microglia NN']	[36.12, 42.72, 44.41, 51.07, 51.16, 72.25]
4	['031 CT SUB Glut', '004 L6 IT CTX Glut']	[0.998, 0.002]	031 CT SUB Glut	336 Monocytes NN	False	['Slc17a7', 'Nrgn', 'Enc1', 'Cck', 'Pde1a']	[18.29, 33.659, 9.39, 16.909, 13.52]	[5, 3, 11, 10, 12, 6]	['017 CA3 Glut', '005 L5 IT CTX Glut', '047 Sncg Gaba', '050 Lamp5 Lhx6 Gaba', '056 Sst Chodl Gaba', '337 DC NN']	[36.01, 36.06, 43.27, 52.8, 59.09, 73.76]
9	['045 OB-STR-CTX Inh IMN']	[1.0]	045 OB-STR-CTX Inh IMN	331 Peri NN	False	['Meis2', 'Slc6a1', 'Nxph1', 'Reln', 'Gad1']	[17.549, 13.63, 9.75, 16.149, 8.869]	[16, 10, 2, 8, 17, 15]	['045 OB-STR-CTX Inh IMN', '050 Lamp5 Lhx6 Gaba', '332 SMC NN', '036 HPF CR Glut', '038 DG-PIR Ex IMN', '032 L5 NP CTX Glut']	[36.67, 36.88, 38.63, 40.71, 50.92, 50.95]
24	['037 DG Glut']	[1.0]	037 DG Glut	004 L6 IT CTX Glut	False	['Gad1', 'Zbtb20', 'Slc6a1', 'Thsd7a', 'Nek7']	[21.739, 14.93, 10.51, 5.57, 7.829]	[17, 23, 31, 25, 30, 16]	['038 DG-PIR Ex IMN', '051 Pvalb chandelier Gaba', '052 Pvalb Gaba', '025 CA2-FC-IG Glut', '333 Endo NN', '045 OB-STR-CTX Inh IMN']	[36.0, 36.01, 36.35, 37.11, 50.95, 51.26]
25	['016 CA1-ProS Glut', '025 CA2-FC-IG Glut', '017 CA3 Glut']	[0.97, 0.025, 0.005]	016 CA1-ProS Glut	025 CA2-FC-IG Glut	False	['Lamp5', 'C1ql3', 'Ccn3', 'Nos1', 'Igfbp6']	[3.039, 3.42, 2.74, 2.97, 1.47]	[32, 18, 26, 24, 33, 17]	['007 L2/3 IT CTX Glut', '031 CT SUB Glut', '016 CA1-ProS Glut', '004 L6 IT CTX Glut', '053 Sst Gaba', '038 DG-PIR Ex IMN']	[36.06, 36.06, 36.22, 37.11, 51.7, 51.7]
34	['053 Sst Gaba']	[1.0]	053 Sst Gaba	334 Microglia NN	False	['Pde1a', 'Rab3c', 'Sst', 'Cnr1', 'Thsd7a']	[22.26, 22.25, 17.51, 13.5, 12.05]	[33, 35, 27, 26, 28, 32]	['053 Sst Gaba', '022 L5 ET CTX Glut', '048 RHP-COA Ndnf Gaba', '016 CA1-ProS Glut', '046 Vip Gaba', '007 L2/3 IT CTX Glut']	[36.5, 38.27, 43.83, 51.39, 52.09, 72.17]
5	['056 Sst Chodl Gaba']	[1.0]	056 Sst Chodl Gaba	031 CT SUB Glut	False	['Npy', 'Gad1', 'Gad2', 'Nxph1', 'Nos1']	[35.939, 36.869, 23.92, 21.899, 48.15]	[4, 6, 12, 13, 11, 7]	['050 Lamp5 Lhx6 Gaba', '048 RHP-COA Ndnf Gaba', '056 Sst Chodl Gaba', '049 Lamp5 Gaba', '017 CA3 Glut', '053 Sst Gaba']	[36.35, 36.35, 36.5, 51.16, 51.7, 72.34]
17	['338 Lymphoid NN']	[1.0]	338 Lymphoid NN	336 Monocytes NN	False	['Bcl11b', 'Zbtb20', 'Satb1', 'Prkca', 'Tafa1']	[5.26, 14.699, 7.03, 4.28, 3.49]	[24, 16, 10, 18, 23, 11]	['338 Lymphoid NN', '335 BAM NN', '038 DG-PIR Ex IMN', '330 VLMC NN', '331 Peri NN', '017 CA3 Glut']	[36.12, 36.22, 37.36, 41.68, 51.07, 51.54]
19	['056 Sst Chodl Gaba']	[1.0]	056 Sst Chodl Gaba	332 SMC NN	False	['Nos1', 'Npy', 'Nxph1', 'Sst', 'Pcp4']	[49.04, 51.93, 21.92, 17.389, 16.85]	[12, 18, 20, 26, 27, 25]	['056 Sst Chodl Gaba', '330 VLMC NN', '037 DG Glut', '045 OB-STR-CTX Inh IMN', '016 CA1-ProS Glut', '319 Astro-TE NN']	[36.88, 36.88, 37.36, 40.25, 50.95, 51.07]
4	['046 Vip Gaba']	[1.0]	046 Vip Gaba	333 Endo NN	False	['Cnr1', 'Thsd7a', 'Prkca', 'Grin3a', 'Reln']	[36.169, 11.449, 9.439, 5.73, 4.849]	[3, 5, 11, 12, 10, 18]	['326 OPC NN', '048 RHP-COA Ndnf Gaba', '004 L6 IT CTX Glut', '338 Lymphoid NN', '046 Vip Gaba', '053 Sst Gaba']	[36.35, 36.5, 37.95, 50.92, 52.8, 72.01]
9	['046 Vip Gaba']	[1.0]	046 Vip Gaba	336 Monocytes NN	False	['Gad2', 'Slc6a1', 'Gad1', 'Reln', 'Rab3c']	[12.539, 8.699, 7.519, 7.269, 12.479]	[16, 2, 8, 10, 15, 1]	['045 OB-STR-CTX Inh IMN', '049 Lamp5 Gaba', '005 L5 IT CTX Glut', '046 Vip Gaba', '029 L6b CTX Glut', '330 VLMC NN']	[36.12, 36.22, 36.5, 37.95, 51.0, 51.16]
